sub,harm1,harm2,harm3,fairness1,fairness2,fairness3,Ingroup1,Ingroup2,Ingroup3,Authority1,Authority2,Authority3,Purity1,Purity2,Purity3,sise,E,A_R,C,N_R,O,E_R,A,C_R,N,O_R,mood,subjwell,cogref.1,cogref.2,cogref.3,politics,Country,Weird,Execution
7153,5,6,6,6,5,5,4,3,4,4,3,2,3,3,5,2,3,6,2,4,5,5,6,6,3,3,3,8,0,0,0,6,USA,1,legal
4579,3,5,2,6,6,5,3,2,6,1,2,6,2,5,3,5,7,6,6,4,5,3,5,6,3,2,3,7,0,0,0,2,Canada,1,illegal
6179,5,4,NA,5,4,5,4,5,5,4,5,5,5,4,5,4,6,4,6,2,6,3,6,1,6,2,4,10,0,0,0,4,USA,1,legal
6599,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,7,1,7,1,7,5,7,5,7,1,4,8,0,0,0,4,Hungary,1,illegal
2690,5,4,5,6,6,4,6,5,5,4,3,5,4,5,4,5,7,1,6,1,6,2,6,1,6,4,4,9,0,0,0,3,USA,1,legal
846,6,5,5,5,5,5,4,3,5,5,4,5,5,3,5,4,6,5,7,4,5,3,6,3,5,2,3,4,0,0,0,6,USA,1,legal
1189,4,4,4,4,5,6,4,5,3,4,3,4,2,1,3,4,4,5,6,7,3,6,6,4,5,5,5,10,0,0,0,6,India,0,legal
2866,6,6,5,6,6,5,4,3,4,2,4,4,4,4,4,2,5,5,6,4,7,5,6,2,5,1,2,7,1,0,0,2,USA,1,legal
6622,2,1,2,5,5,6,4,5,3,4,5,2,4,1,5,3,2,4,6,4,5,2,2,2,4,5,2,2,0,0,0,4,New Zealand,1,illegal
2442,5,4,5,3,4,5,5,4,4,3,4,4,4,5,4,5,6,3,6,3,5,5,5,2,6,3,4,6,0,0,0,3,USA,1,legal
4161,5,5,5,6,5,5,4,3,3,4,4,2,2,2,4,2,2,7,6,6,6,5,3,6,3,2,3,8,0,0,0,4,USA,1,legal
765,4,2,2,5,6,6,4,2,6,2,4,4,2,5,1,3,5,5,3,4,6,4,6,6,2,2,3,3,0,0,0,2,UK,1,illegal
5435,5,6,5,5,6,5,4,4,5,4,5,5,3,4,6,4,6,7,6,5,6,5,6,2,5,3,3,7,0,0,0,2,USA,1,legal
1789,5,4,4,4,5,4,3,5,4,2,3,4,5,4,4,2,5,5,3,6,3,3,5,3,2,5,4,8,0,0,0,4,United Arab Emirates,0,legal
3941,5,5,5,5,6,5,4,4,4,2,4,4,4,2,5,3,3,7,6,7,6,7,6,6,5,1,3,7,0,0,0,4,United Arab Emirates,0,legal
6580,5,4,5,4,3,5,4,4,4,2,5,6,4,4,3,3,5,5,5,3,4,3,5,4,4,5,4,6,0,0,0,3,USA,1,legal
6278,5,5,5,6,6,4,5,4,4,2,4,4,4,4,4,2,5,4,5,4,5,5,6,5,6,5,2,7,0,0,0,6,USA,1,legal
6685,5,4,4,4,5,4,4,5,3,4,3,4,2,3,3,3,3,2,4,1,6,6,6,4,6,3,3,6,0,0,0,2,USA,1,legal
1760,5,5,5,4,5,4,5,5,5,5,4,4,4,3,5,3,6,5,5,6,6,3,6,5,3,2,4,8,0,0,0,4,United Arab Emirates,0,legal
6658,6,4,6,6,6,5,3,4,4,3,5,6,4,5,3,2,1,5,2,4,5,5,6,3,6,3,4,8,0,0,0,4,India,0,legal
5677,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,7,7,6,6,6,5,6,3,6,5,3,8,0,0,0,4,Hungary,1,illegal
3369,5,4,5,5,5,5,2,3,5,2,4,3,4,3,5,4,5,3,3,6,6,6,6,5,3,2,3,3,0,1,0,2,Turkey,0,illegal
321,5,5,5,4,6,5,4,4,5,2,6,5,4,5,5,3,7,5,3,5,6,2,5,7,3,1,3,8,0,1,0,3,Sweden,1,illegal
2289,2,6,6,6,6,5,1,1,1,1,4,1,1,1,1,5,2,5,7,4,6,4,2,2,3,1,3,7,0,1,0,5,Hungary,1,illegal
907,3,4,3,5,4,5,5,4,5,2,4,5,5,4,4,3,4,2,6,6,4,4,6,4,3,4,3,3,1,0,0,2,USA,1,legal
2587,1,5,3,1,4,4,1,3,2,2,2,3,2,3,4,5,6,3,7,2,7,6,4,1,7,1,2,2,1,0,0,3,Hungary,1,illegal
7238,5,5,4,4,5,3,4,3,3,3,3,2,2,3,4,4,4,4,5,2,6,2,6,5,5,3,3,5,0,0,0,2,USA,1,legal
4485,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,7,2,7,2,7,2,7,2,7,1,3,8,0,0,0,4,USA,1,legal
5492,5,5,6,5,4,4,4,4,5,2,4,3,3,4,4,2,3,2,5,6,3,7,6,5,5,3,4,5,0,0,0,2,USA,1,legal
4418,6,2,5,4,6,6,5,2,5,2,3,3,5,2,5,5,7,3,7,2,7,1,6,4,5,2,3,NA,0,0,0,4,USA,1,legal
3453,5,6,4,5,6,6,5,4,5,5,5,3,4,5,4,4,6,7,6,6,5,NA,3,2,3,1,4,4,0,0,0,4,Turkey,0,illegal
4328,6,5,1,5,6,6,3,5,4,2,3,3,5,4,4,4,6,6,6,6,6,2,5,5,4,2,3,9,0,0,0,6,USA,1,legal
5594,5,5,5,5,4,6,5,4,6,3,3,6,5,5,5,3,5,5,6,6,4,4,6,1,4,5,3,8,0,0,0,5,USA,1,legal
2470,1,3,2,4,3,2,1,5,2,5,5,2,1,1,1,4,5,2,7,3,5,6,6,2,5,2,3,9,1,0,0,5,UK,1,illegal
3577,3,4,4,2,4,4,5,1,4,1,4,5,3,5,5,4,3,2,5,5,3,5,7,2,5,4,NA,7,1,1,0,4,Canada,1,illegal
4609,3,6,1,5,5,4,2,1,5,4,3,4,4,3,3,2,3,1,5,6,4,7,6,2,4,1,4,8,1,1,0,4,Canada,1,illegal
2609,4,2,6,6,5,4,6,6,6,4,4,6,6,6,6,5,6,2,6,1,6,2,5,1,6,1,3,8,1,1,0,6,Sweden,1,illegal
5621,4,5,6,5,5,5,4,3,4,3,5,4,4,4,4,3,3,5,5,5,6,5,6,3,4,3,3,7,1,1,0,5,USA,1,legal
452,5,3,6,5,5,5,5,5,5,3,6,5,5,4,5,5,4,6,3,4,4,5,6,6,5,5,3,4,1,1,0,5,Canada,1,illegal
460,5,5,5,1,5,4,4,4,4,5,4,4,3,5,4,4,5,5,6,4,4,5,4,3,4,NA,3,8,1,1,0,4,Canada,1,illegal
5926,5,6,6,5,6,5,4,4,4,3,5,6,3,5,6,4,4,2,7,4,5,5,4,1,6,4,3,7,1,1,0,3,USA,1,legal
1097,6,3,3,5,5,5,4,5,4,2,5,5,5,4,4,5,6,4,6,6,6,3,7,4,3,5,2,3,1,1,0,3,Canada,1,illegal
1398,6,4,6,5,5,4,6,2,4,3,4,4,4,3,3,3,4,1,6,1,6,6,6,2,6,6,3,7,1,1,0,4,Canada,1,illegal
1984,6,6,6,6,6,6,4,3,5,1,4,4,6,6,6,4,5,1,5,5,1,5,1,1,1,1,4,3,1,1,0,4,Canada,1,illegal
223,5,5,5,4,4,4,3,5,3,1,4,4,2,4,1,3,2,5,5,2,5,5,5,5,5,2,3,3,1,1,0,4,Sweden,1,illegal
414,5,2,2,5,2,5,3,5,2,4,4,5,2,2,4,5,5,5,5,4,5,5,4,4,5,5,3,4,1,1,0,6,Sweden,1,illegal
3588,5,5,6,4,5,6,5,5,5,4,4,4,3,5,4,4,6,4,6,6,5,5,6,2,2,4,2,7,1,1,0,2,USA,1,legal
4335,5,3,5,4,4,4,5,5,5,5,5,4,4,4,4,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,4,10,1,1,0,2,USA,1,legal
4375,5,3,5,3,5,3,5,2,4,2,3,2,5,4,5,2,1,7,5,4,4,6,5,5,5,5,3,7,1,1,0,2,USA,1,legal
4906,5,5,5,3,5,5,5,5,5,3,5,5,5,5,5,5,6,3,5,3,5,5,5,3,5,3,3,7,1,1,0,4,USA,1,legal
5000,5,3,5,5,5,5,5,1,5,2,5,5,2,3,5,5,7,4,7,1,7,4,6,1,4,1,3,8,1,1,0,2,USA,1,legal
5093,5,6,5,6,6,3,4,2,4,2,3,4,3,1,6,1,2,2,7,5,6,7,7,2,3,2,3,7,1,1,0,4,USA,1,legal
5136,5,2,3,6,5,6,6,5,4,3,5,2,3,6,4,1,1,2,7,1,6,5,3,1,7,5,3,7,1,1,0,2,USA,1,legal
5865,5,5,5,4,3,4,5,NA,5,2,5,5,4,4,4,4,7,5,6,2,6,5,6,5,6,2,4,8,1,1,0,3,USA,1,legal
5976,5,5,5,5,6,5,3,3,5,5,2,3,3,5,3,5,2,5,5,6,6,4,4,5,3,1,3,9,1,1,0,2,USA,1,legal
6067,5,5,5,4,5,5,5,5,4,4,3,4,5,5,6,4,5,3,6,3,6,5,5,1,7,1,5,9,1,1,0,5,USA,1,legal
3696,6,6,6,3,6,4,4,6,5,1,5,4,4,5,5,4,2,3,2,2,1,2,1,3,2,2,3,4,1,1,0,5,Canada,1,illegal
5613,1,1,4,5,5,5,5,1,5,1,4,4,5,5,4,2,6,3,6,1,7,1,2,3,6,6,2,7,1,1,0,3,Hungary,1,illegal
4736,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,4,4,4,4,4,4,4,4,4,4,4,6,1,1,0,4,UK,1,illegal
2631,5,4,5,5,5,5,6,NA,5,2,5,5,5,5,4,5,5,2,6,1,7,3,6,2,6,1,3,3,1,1,0,1,Sweden,1,illegal
4351,5,5,5,5,5,5,4,4,5,4,4,4,5,5,5,4,5,1,5,1,5,4,5,4,4,1,4,10,1,1,0,1,USA,1,legal
5045,5,6,5,5,4,5,4,5,6,2,4,3,4,4,5,4,1,1,7,5,7,7,7,5,6,1,3,9,1,1,0,4,USA,1,legal
5335,5,5,4,5,5,5,2,4,3,5,3,2,2,5,3,4,5,3,5,3,6,5,6,3,5,4,3,4,1,1,0,2,USA,1,legal
7247,5,5,5,5,6,2,5,2,5,2,2,2,4,5,2,4,5,3,4,3,6,2,5,3,6,2,3,6,1,1,0,4,USA,1,legal
733,6,6,5,4,4,4,4,3,5,2,3,3,4,5,5,4,3,6,3,6,5,6,7,3,2,5,4,9,1,1,0,7,USA,1,legal
2818,6,6,6,6,6,6,6,5,5,5,6,5,6,6,6,2,2,4,5,2,5,6,5,2,6,2,4,7,1,1,0,4,USA,1,legal
4933,6,6,4,5,6,6,4,1,6,5,6,4,3,2,3,3,3,5,6,6,3,5,4,5,4,5,4,8,1,1,0,3,USA,1,legal
5700,6,4,5,5,5,5,4,4,5,2,4,4,4,4,4,4,6,2,7,4,6,2,6,1,6,2,4,8,1,1,0,5,USA,1,legal
6020,6,5,6,6,6,5,5,5,5,4,5,5,4,5,5,5,6,5,3,4,4,3,3,1,7,4,3,5,1,1,0,4,USA,1,legal
6609,6,1,1,6,1,6,1,1,1,1,4,6,1,4,1,4,6,6,6,1,6,5,5,4,6,5,5,10,1,1,0,4,USA,1,legal
5382,2,3,5,5,6,5,3,2,4,1,3,5,3,4,4,2,2,2,6,2,6,6,5,3,6,5,3,8,1,1,0,6,India,0,legal
2988,4,4,5,4,5,4,4,5,4,4,3,4,5,4,5,4,3,3,5,5,5,6,6,5,3,5,3,8,1,1,0,1,Turkey,0,illegal
1456,5,4,2,5,2,3,3,5,3,2,2,4,2,3,3,3,5,5,5,5,6,5,5,2,4,2,4,7,1,1,0,4,Turkey,0,illegal
75,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,5,4,6,5,7,4,4,4,4,3,4,8,1,1,0,4,India,0,legal
3633,5,4,6,5,5,5,5,3,6,2,4,2,4,2,2,4,6,6,6,5,6,2,6,6,4,2,4,8,1,1,0,2,Turkey,0,illegal
4415,5,4,5,3,5,4,5,4,5,5,4,5,5,5,3,5,NA,NA,7,NA,NA,NA,7,NA,7,4,4,8,0,1,0,2,USA,1,legal
3431,6,5,6,5,5,6,5,4,5,5,6,4,6,5,5,4,6,5,5,6,6,2,7,6,5,5,4,7,0,1,0,4,Canada,1,illegal
3093,6,5,6,4,6,3,5,6,4,2,2,4,5,4,4,4,6,4,7,3,6,2,6,2,6,4,4,8,0,1,0,3,USA,1,legal
6314,5,5,6,4,6,4,4,4,4,2,4,5,4,5,5,3,6,2,5,1,6,5,6,2,4,4,3,7,0,1,0,7,USA,1,legal
5761,5,6,6,6,6,5,5,3,4,1,3,2,2,4,2,3,3,1,6,5,5,6,7,1,3,7,4,10,0,1,0,6,USA,1,legal
5337,5,5,5,5,5,5,5,5,5,2,5,4,3,2,5,4,7,1,5,1,7,6,7,3,5,4,3,7,0,1,0,2,USA,1,legal
709,6,5,6,6,6,5,3,2,4,2,4,6,5,4,5,2,7,5,4,5,6,3,7,7,6,3,3,8,0,1,0,4,Canada,1,illegal
3179,5,5,5,5,5,5,5,1,5,4,4,5,4,4,5,2,2,5,5,6,4,6,6,2,3,4,4,10,0,1,0,5,USA,1,legal
3214,5,5,5,4,5,4,5,4,5,3,5,4,4,4,4,5,6,4,6,2,6,2,4,2,4,1,4,7,0,1,0,4,USA,1,legal
5106,5,4,5,5,5,5,5,3,4,3,3,4,4,4,3,3,2,3,7,6,5,6,6,1,6,5,2,2,0,1,0,6,USA,1,legal
2543,6,6,5,5,5,5,5,6,5,3,5,5,5,6,5,5,6,1,6,2,6,4,6,1,5,5,2,8,0,1,0,4,USA,1,legal
1269,3,1,2,5,3,3,4,5,1,2,1,3,3,1,2,5,2,1,4,6,6,6,6,6,4,2,2,6,0,1,0,5,USA,1,legal
2278,3,4,NA,4,5,6,2,3,2,1,4,4,5,4,6,2,5,2,6,5,6,7,7,6,4,4,3,6,0,1,0,4,Canada,1,illegal
110,5,6,5,4,5,6,5,5,5,4,5,4,1,5,5,5,7,2,6,1,7,1,4,2,5,1,3,8,0,1,0,3,Canada,1,illegal
5919,5,3,6,5,6,5,5,5,4,3,5,4,4,6,6,5,6,5,7,2,7,3,5,1,6,2,3,9,0,1,0,4,USA,1,legal
6834,5,4,5,5,5,5,4,3,4,5,4,4,5,5,5,4,3,5,7,2,5,7,2,1,6,5,4,9,0,1,0,4,USA,1,legal
7052,5,5,5,5,5,5,5,4,5,3,3,4,5,5,5,3,6,1,7,1,6,4,6,2,6,2,3,4,0,1,0,4,USA,1,legal
874,6,6,3,6,6,5,6,4,2,5,1,4,6,5,5,3,3,1,5,1,4,5,5,1,5,3,4,8,0,1,0,5,Canada,1,illegal
2086,3,4,4,5,5,NA,3,6,3,2,2,1,2,2,2,4,6,2,6,4,7,6,6,6,6,1,4,9,0,1,0,4,New Zealand,1,illegal
2328,5,5,5,3,6,5,4,3,3,2,4,3,2,3,4,4,6,5,6,3,7,6,7,4,6,1,3,10,0,1,0,3,USA,1,legal
2604,5,3,NA,4,5,2,5,5,6,2,5,6,2,5,3,4,4,1,6,2,7,5,6,5,6,4,4,10,0,1,0,4,USA,1,legal
2706,5,2,5,4,5,5,6,4,5,2,5,4,3,5,5,4,5,3,6,3,6,4,6,3,4,2,3,4,0,1,0,2,USA,1,legal
2850,5,4,5,5,5,3,4,6,4,4,4,5,4,5,5,3,6,4,5,6,5,5,6,4,5,3,4,8,0,1,0,4,USA,1,legal
3132,5,1,5,NA,4,3,5,6,6,4,5,5,6,5,5,3,5,4,6,5,5,4,4,5,3,1,3,7,0,1,0,5,USA,1,legal
3264,5,4,4,3,5,5,3,4,4,2,4,3,4,5,4,5,4,4,5,1,5,6,6,2,6,6,4,8,0,1,0,5,USA,1,legal
3330,5,5,5,5,4,4,4,4,5,4,4,4,5,4,4,4,7,5,7,4,5,5,7,1,7,1,4,7,0,1,0,2,USA,1,legal
3616,5,4,4,5,5,4,5,5,5,1,5,4,4,4,5,4,6,2,6,2,6,2,6,3,5,4,2,8,0,1,0,2,USA,1,legal
3881,5,6,6,5,6,5,4,3,4,2,6,4,5,4,6,4,5,1,6,2,7,6,7,2,6,5,4,8,0,1,0,4,USA,1,legal
4136,5,6,6,5,4,5,5,3,5,5,5,3,6,NA,3,3,6,6,6,5,6,1,4,2,4,3,4,9,0,1,0,5,USA,1,legal
4274,5,4,5,5,6,5,2,5,3,4,5,2,3,4,4,4,6,5,6,2,6,3,7,6,7,4,3,3,0,1,0,2,USA,1,legal
4797,5,4,5,2,3,5,4,3,3,1,4,4,4,4,4,4,6,4,5,4,3,1,3,3,2,1,3,9,0,1,0,6,USA,1,legal
5046,5,3,4,4,6,5,5,2,4,1,5,3,2,3,5,2,6,7,6,6,6,2,5,2,4,2,3,6,0,1,0,5,USA,1,legal
5080,5,5,5,5,5,6,5,2,3,2,5,5,4,5,5,4,6,3,7,2,3,4,5,1,7,3,3,9,0,1,0,4,USA,1,legal
6055,5,4,5,5,6,4,5,4,4,5,4,4,4,4,5,5,6,6,7,5,6,7,3,2,6,2,4,7,0,1,0,5,USA,1,legal
6097,5,4,4,4,3,4,5,5,5,3,4,3,4,3,3,4,6,4,7,2,1,2,5,2,6,7,4,9,0,1,0,4,USA,1,legal
6220,5,5,3,3,4,4,5,3,5,1,5,3,3,3,4,2,2,2,4,1,5,3,3,6,6,3,3,9,0,1,0,6,USA,1,legal
6255,5,4,6,5,4,5,4,5,4,3,4,4,5,5,4,3,4,4,4,5,4,5,5,4,5,3,3,8,0,1,0,4,USA,1,legal
6400,5,5,4,5,4,4,3,3,3,2,3,2,2,4,5,3,4,2,6,2,7,5,6,5,4,1,5,9,0,1,0,5,USA,1,legal
6796,5,5,5,5,5,5,3,2,3,3,5,5,3,4,4,3,5,4,5,3,5,4,4,2,6,4,4,4,0,1,0,4,USA,1,legal
7104,5,4,5,5,5,5,6,3,4,3,4,5,3,5,5,4,6,2,7,2,6,2,6,2,4,4,3,3,0,1,0,1,USA,1,legal
202,6,6,6,6,6,4,6,6,6,5,5,5,4,4,6,3,5,5,5,5,6,6,6,5,3,3,4,8,0,1,0,6,USA,1,legal
481,6,6,6,6,6,5,3,5,3,3,4,4,3,3,5,NA,4,4,5,4,6,6,6,5,5,3,3,7,0,1,0,3,USA,1,legal
493,6,6,5,4,5,5,3,1,1,1,5,5,4,5,4,4,5,3,7,2,7,5,5,5,7,5,3,8,0,1,0,5,USA,1,legal
496,6,6,6,5,6,6,6,2,5,1,5,3,4,6,6,4,6,2,7,1,4,6,5,1,7,3,3,4,0,1,0,1,USA,1,legal
556,6,5,6,4,5,6,6,6,5,2,4,2,5,5,5,4,7,5,4,5,5,2,3,5,5,3,3,7,0,1,0,2,USA,1,legal
609,6,5,6,6,5,4,5,1,4,1,4,3,4,6,5,3,2,1,6,1,4,6,7,1,7,1,3,8,0,1,0,2,USA,1,legal
2867,6,6,6,5,6,5,5,2,4,2,3,4,5,5,6,1,1,1,5,7,6,7,7,3,3,5,3,7,0,1,0,5,Canada,1,illegal
3979,6,5,6,6,5,6,5,6,6,5,6,6,6,6,5,4,1,6,2,7,1,5,1,7,2,6,4,10,0,1,0,2,Canada,1,illegal
4333,6,5,5,5,5,5,5,2,5,2,3,1,5,5,5,3,2,2,7,5,3,5,4,5,6,3,3,3,0,1,0,5,Canada,1,illegal
2698,2,4,6,4,1,5,4,3,2,2,3,5,3,4,5,5,2,4,5,6,7,5,2,3,1,2,4,8,0,1,0,4,Hungary,1,illegal
2892,2,2,2,3,3,2,2,2,2,2,4,4,2,2,2,1,3,6,6,5,5,6,2,2,3,6,4,10,0,1,0,2,Hungary,1,illegal
12,4,3,3,3,3,2,2,3,2,2,2,2,2,2,2,3,4,4,4,7,4,4,4,4,4,4,3,8,0,1,0,2,UK,1,illegal
1617,4,4,2,5,5,4,6,6,5,5,5,3,3,3,5,2,5,3,5,1,6,6,6,5,6,1,4,8,0,1,0,6,New Zealand,1,illegal
2090,4,5,3,4,3,4,3,4,4,2,5,4,1,1,1,4,6,4,5,5,6,2,5,6,2,5,3,7,0,1,0,4,New Zealand,1,illegal
2485,4,4,5,4,6,2,6,6,2,5,6,6,3,5,3,5,5,1,4,1,6,1,5,1,6,6,2,4,0,1,0,4,New Zealand,1,illegal
2907,5,5,5,5,5,5,4,4,4,3,3,4,4,4,3,3,6,5,3,5,5,1,6,4,3,5,3,6,0,1,0,3,Sweden,1,illegal
3058,5,4,5,6,5,5,4,4,5,4,5,5,5,5,5,5,7,4,6,5,6,4,7,4,5,4,3,7,0,1,0,4,Sweden,1,illegal
4021,5,5,6,5,6,5,5,5,5,3,5,4,4,4,5,3,4,2,6,5,4,6,5,2,5,3,3,9,0,1,0,4,USA,1,legal
4258,5,3,4,5,4,5,4,5,5,5,5,5,5,4,2,3,4,5,5,5,5,5,5,5,5,5,4,7,0,1,0,2,USA,1,legal
4301,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,4,5,3,4,6,3,2,3,4,9,0,1,0,2,USA,1,legal
4820,5,5,6,5,4,4,3,2,6,1,4,3,5,2,5,3,5,5,5,5,6,3,5,5,4,5,3,8,0,1,0,4,USA,1,legal
6803,5,NA,4,1,3,2,2,6,2,1,2,2,1,1,1,3,3,2,5,3,5,5,6,3,4,3,3,8,0,1,0,2,USA,1,legal
6974,5,4,5,5,6,5,5,5,4,2,5,4,3,6,5,5,7,2,6,1,7,4,7,2,7,2,3,4,0,1,0,4,USA,1,legal
15,6,4,6,5,6,6,6,6,5,4,6,6,1,3,6,4,6,6,6,6,6,4,5,3,6,2,3,10,0,1,0,4,USA,1,legal
45,6,6,4,6,6,6,6,1,5,1,5,4,1,2,5,4,5,5,5,6,6,3,6,2,6,1,3,8,0,1,0,4,USA,1,legal
475,6,4,6,5,5,4,4,2,3,1,4,4,1,1,5,2,3,6,5,6,5,6,6,6,5,2,3,6,0,1,0,4,USA,1,legal
812,6,3,6,6,6,6,6,4,5,1,6,6,5,2,4,5,5,6,2,7,6,1,6,5,1,7,3,9,0,1,0,6,USA,1,legal
1282,6,4,4,5,6,6,5,5,5,5,5,5,4,5,4,5,4,2,2,1,7,5,6,1,6,3,4,8,0,1,0,4,USA,1,legal
1408,6,3,6,5,6,4,5,5,4,3,5,5,6,5,6,3,4,5,6,2,6,2,6,2,4,4,3,4,0,1,0,4,USA,1,legal
1571,6,6,5,3,5,4,4,4,4,3,5,3,3,4,3,4,6,2,3,4,5,4,6,4,5,3,3,6,0,1,0,2,USA,1,legal
2079,6,6,5,5,5,6,2,5,5,4,4,4,3,4,3,4,6,5,6,6,7,6,7,5,2,1,3,4,0,1,0,2,USA,1,legal
2193,6,4,6,6,6,5,6,6,5,4,3,5,4,6,4,3,7,6,6,3,6,6,7,2,7,4,3,7,0,1,0,2,USA,1,legal
2253,6,6,5,5,6,5,4,4,2,1,3,2,3,3,5,NA,4,5,5,5,6,5,6,4,3,2,3,8,0,1,0,2,USA,1,legal
2548,6,5,1,3,3,5,4,4,6,3,4,4,5,3,2,4,6,2,6,2,1,2,6,4,6,5,3,8,0,1,0,4,USA,1,legal
2566,6,5,6,6,5,5,5,5,5,3,5,5,6,5,6,5,4,1,6,6,3,1,5,1,1,1,4,10,0,1,0,4,USA,1,legal
3130,6,5,6,6,5,5,6,4,6,6,5,5,6,6,6,2,2,5,1,6,1,6,7,6,2,2,4,10,0,1,0,4,USA,1,legal
3165,6,6,5,5,6,5,4,5,5,4,3,3,4,4,3,3,2,2,3,1,5,5,5,7,5,4,4,7,0,1,0,6,USA,1,legal
3376,6,6,6,5,6,6,3,2,5,2,6,4,2,4,5,2,3,2,6,5,3,6,7,3,4,4,3,4,0,1,0,4,USA,1,legal
3380,6,5,6,5,5,5,4,2,5,2,5,5,5,5,5,4,3,1,6,2,6,6,6,2,6,3,3,9,0,1,0,6,USA,1,legal
4329,6,4,6,6,5,6,4,3,6,5,4,4,6,5,6,4,4,5,6,4,7,4,4,1,5,2,3,8,0,1,0,4,USA,1,legal
5105,6,6,6,5,4,4,6,6,6,4,5,3,5,5,6,4,7,3,6,1,7,1,7,5,6,4,3,7,0,1,0,2,USA,1,legal
5720,6,6,6,6,4,5,3,3,3,1,4,3,5,5,4,2,5,4,7,6,6,6,6,6,4,6,4,8,0,1,0,2,USA,1,legal
1261,5,4,6,6,3,5,5,5,5,4,5,5,4,6,4,3,4,5,4,6,6,6,6,6,5,5,4,7,0,1,0,3,Turkey,0,illegal
5649,5,5,5,5,6,5,4,4,4,4,4,4,2,4,2,4,7,2,7,5,6,5,7,3,4,1,4,7,0,1,0,2,USA,1,legal
4705,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,3,8,0,1,0,4,UK,1,illegal
6323,5,4,4,5,5,5,4,5,4,4,4,3,3,5,4,4,5,5,6,3,6,5,6,3,6,5,3,8,0,1,0,1,USA,1,legal
2781,6,6,6,6,5,5,4,1,4,1,5,5,4,4,6,1,7,3,6,3,7,3,7,4,3,1,3,6,0,1,0,4,USA,1,legal
4401,6,4,6,6,6,4,4,4,1,6,1,1,2,5,5,5,7,4,5,7,7,1,7,7,3,1,4,8,0,1,0,3,USA,1,legal
3973,5,6,5,5,6,5,5,5,5,3,6,4,6,2,6,4,6,5,6,5,6,5,6,5,5,4,2,3,0,1,0,4,USA,1,legal
5227,5,5,5,4,3,2,4,4,4,2,4,3,2,3,3,3,5,5,5,5,4,3,5,2,4,2,3,8,0,1,0,2,USA,1,legal
3640,5,5,5,5,5,5,5,6,5,5,5,4,5,5,5,4,7,5,6,5,6,2,6,1,6,6,3,8,0,1,0,4,UK,1,illegal
2469,5,4,5,3,4,3,3,4,4,2,4,4,3,5,3,5,7,1,6,1,6,2,6,1,7,1,3,8,0,1,0,5,USA,1,legal
3192,5,5,4,5,5,5,5,4,5,5,4,5,5,5,4,3,5,5,5,7,5,4,3,5,3,3,4,9,0,1,0,6,USA,1,legal
4172,5,5,5,4,5,4,5,5,4,4,4,3,4,4,4,4,2,5,6,2,4,5,5,6,6,4,3,8,0,1,0,5,USA,1,legal
1323,6,6,6,6,5,4,5,1,3,4,5,3,3,3,4,1,4,7,5,6,6,5,6,2,2,4,4,9,0,1,0,6,USA,1,legal
1421,6,6,5,5,5,5,3,2,5,1,4,3,6,5,5,4,5,3,6,2,6,6,6,2,6,3,4,9,0,1,0,5,USA,1,legal
2759,3,4,3,4,3,4,4,3,4,4,5,4,4,4,3,4,6,5,5,4,7,5,6,2,6,2,2,9,0,1,0,6,India,0,legal
5108,5,5,6,4,5,6,4,4,4,2,5,4,4,5,5,3,5,2,5,2,5,5,5,6,5,4,5,9,0,0,0,2,USA,1,legal
4441,6,6,6,5,6,6,4,4,4,5,5,4,5,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,10,0,0,0,NA,United Arab Emirates,0,legal
4118,4,4,6,4,5,5,4,2,3,1,4,3,3,3,3,3,5,5,7,3,7,4,5,4,5,4,4,7,1,0,0,2,USA,1,legal
299,6,6,6,6,6,6,6,6,6,2,5,6,6,6,6,1,3,1,6,5,6,6,7,5,3,2,4,7,1,0,0,3,USA,1,legal
2270,6,5,6,6,4,6,5,6,4,5,5,5,5,5,6,2,5,6,7,5,5,5,5,1,2,1,4,7,1,0,0,3,Canada,1,illegal
262,5,5,6,5,6,6,5,4,6,3,5,3,4,4,6,2,6,6,5,6,6,5,5,3,4,1,4,7,1,0,0,3,Sweden,1,illegal
3801,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,1,6,3,6,2,4,2,4,2,3,5,1,0,0,2,USA,1,legal
4260,5,4,5,5,5,5,2,2,2,1,4,1,4,1,5,4,4,5,3,5,4,4,4,5,4,4,3,10,1,0,0,2,USA,1,legal
5088,5,4,5,5,5,4,5,5,4,4,4,4,4,4,5,4,6,6,5,5,6,3,7,3,6,4,3,8,1,0,0,5,USA,1,legal
632,6,4,5,6,6,5,5,2,3,1,5,4,3,4,6,3,4,5,6,6,7,4,5,6,7,5,4,5,1,0,0,4,USA,1,legal
