sub,harm1,harm2,harm3,fairness1,fairness2,fairness3,Ingroup1,Ingroup2,Ingroup3,Authority1,Authority2,Authority3,Purity1,Purity2,Purity3,sise,E,A_R,C,N_R,O,E_R,A,C_R,N,O_R,mood,subjwell,cogref.1,cogref.2,cogref.3,politics,Country,Weird,Execution
3782,5,4,5,5,5,4,4,4,4,3,4,4,4,2,4,2,5,5,6,5,6,4,5,5,3,4,4,9,0,1,1,3,Turkey,0,illegal
3803,5,6,5,6,6,5,4,4,5,6,4,1,5,1,3,5,6,4,7,2,7,5,7,4,7,2,4,9,0,1,1,2,Turkey,0,illegal
2026,5,6,5,3,6,4,6,4,4,2,4,5,4,5,6,5,5,5,6,2,6,6,7,1,7,3,4,7,0,1,1,3,The Netherlands,1,illegal
2377,3,2,3,4,3,5,5,4,1,2,5,3,2,4,2,4,2,7,5,3,1,4,2,3,2,5,3,7,0,1,1,4,New Zealand,1,illegal
779,6,2,6,6,6,6,5,5,2,1,6,1,6,6,6,5,4,6,7,7,3,6,7,6,3,1,4,9,0,1,1,1,USA,1,legal
4835,6,5,6,6,6,4,6,6,6,4,4,5,6,5,6,4,5,4,6,3,6,4,7,1,6,3,3,4,0,1,1,2,Canada,1,illegal
6163,5,5,5,5,6,5,5,5,4,4,5,5,3,4,5,4,5,5,6,3,3,3,6,1,5,2,4,7,0,1,1,2,USA,1,legal
6581,3,5,6,5,6,4,4,4,4,2,4,3,3,5,6,4,6,4,5,5,6,1,6,3,5,1,3,6,0,1,1,4,UK,1,illegal
2206,3,4,4,4,3,3,3,4,4,4,5,3,5,3,3,1,7,5,6,2,6,3,6,7,7,4,3,9,1,0,1,6,India,0,legal
5892,4,5,5,6,5,6,6,5,6,2,5,4,2,2,6,3,4,3,5,6,7,6,7,2,6,2,3,6,1,0,1,1,USA,1,legal
5209,6,5,6,4,6,5,5,5,5,1,5,6,3,5,5,5,6,3,7,2,3,7,6,2,7,4,4,8,1,0,1,4,The Netherlands,1,illegal
5429,6,5,6,5,6,5,4,6,4,4,5,5,4,4,5,4,5,5,6,5,7,6,6,4,5,4,4,8,1,0,1,5,The Netherlands,1,illegal
6511,6,5,6,5,5,5,5,4,3,3,5,4,6,4,4,3,4,3,5,2,7,6,6,3,6,2,3,6,1,0,1,2,Hungary,1,illegal
2562,3,2,3,3,1,4,5,1,5,1,1,4,2,6,2,4,5,1,5,3,4,3,6,1,5,2,4,7,1,0,1,3,New Zealand,1,illegal
476,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,6,7,5,5,7,6,4,5,6,4,9,1,0,1,6,Poland,1,illegal
2841,5,5,5,4,4,4,3,4,4,2,4,4,3,5,5,4,5,2,2,6,5,4,6,2,4,4,2,4,1,0,1,3,USA,1,legal
3780,5,3,3,2,3,6,4,5,NA,2,4,4,6,4,6,3,2,7,6,5,3,7,7,6,6,4,4,7,1,0,1,3,USA,1,legal
4062,5,5,4,4,5,5,5,4,4,4,5,4,4,5,5,4,5,5,3,4,7,3,7,6,5,5,3,6,1,0,1,4,USA,1,legal
5818,5,5,5,5,5,5,4,1,5,4,4,4,5,4,5,3,5,2,6,1,6,3,5,2,6,2,4,6,1,0,1,4,USA,1,legal
1204,6,4,1,2,1,5,5,3,2,2,4,3,2,6,5,4,3,1,6,2,6,6,7,5,5,4,4,9,1,0,1,5,USA,1,legal
3827,6,5,5,3,5,4,4,3,5,1,4,4,4,3,3,4,5,6,6,5,6,6,4,7,4,2,3,6,1,0,1,4,Canada,1,illegal
3403,4,4,5,4,5,4,5,4,5,1,5,5,2,2,2,2,2,4,6,4,6,6,4,4,5,2,4,8,1,0,1,2,Poland,1,illegal
4130,6,6,6,4,6,5,4,5,4,5,4,6,4,4,5,4,3,5,5,1,4,3,5,5,5,2,3,9,1,0,1,4,USA,1,legal
3812,5,5,5,5,5,6,5,5,4,2,3,1,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,8,1,0,1,3,India,0,legal
4615,5,4,6,4,6,5,5,6,5,2,4,5,3,6,3,3,6,5,5,5,7,4,5,3,4,5,5,9,1,0,1,6,India,0,legal
1664,5,5,5,6,6,6,3,2,5,2,3,4,4,2,2,4,7,5,6,5,4,2,6,2,5,2,3,4,1,0,1,1,Turkey,0,illegal
272,6,6,6,6,6,6,6,4,5,2,5,4,6,6,6,3,7,5,7,1,7,1,7,4,7,1,2,4,0,0,1,5,USA,1,legal
6257,6,4,6,5,5,4,5,4,6,1,5,2,5,5,3,2,7,6,7,4,7,2,1,7,2,4,3,6,0,0,1,1,USA,1,legal
4203,5,4,4,4,6,5,5,5,5,3,6,4,4,5,5,4,6,4,6,5,5,3,6,4,3,2,3,8,0,0,1,2,Poland,1,NA
3738,4,4,5,5,5,5,5,4,5,3,4,4,5,5,5,3,2,3,4,6,6,6,5,5,5,4,3,8,0,0,1,4,USA,1,legal
4911,6,2,5,4,5,4,5,3,3,1,5,5,2,6,5,4,2,4,6,3,5,6,5,2,6,4,4,7,0,0,1,4,Belgium,1,illegal
5083,6,5,6,5,5,5,5,6,5,3,4,4,2,6,5,3,6,3,6,5,5,2,5,3,3,3,4,5,0,0,1,NA,The Netherlands,1,illegal
3965,6,5,6,5,NA,6,4,5,4,2,5,3,4,6,5,4,7,6,6,5,6,3,6,4,4,4,4,8,0,0,1,2,Canada,1,illegal
4285,6,4,6,4,5,4,5,3,4,2,4,3,4,3,4,4,3,3,4,4,5,4,5,5,4,4,4,7,0,0,1,4,Canada,1,illegal
4772,5,5,3,6,5,5,4,2,4,2,4,3,2,4,3,3,5,6,5,2,6,3,4,5,4,5,4,8,0,0,1,6,USA,1,legal
1919,6,6,2,6,6,6,6,5,6,6,6,2,6,4,6,3,5,7,5,3,7,5,7,5,2,5,4,9,0,0,1,2,USA,1,legal
2498,6,3,4,4,2,3,3,2,3,1,4,3,3,3,3,5,6,4,6,7,1,7,4,5,7,1,3,8,0,0,1,4,USA,1,legal
5109,6,6,6,6,6,1,6,4,6,1,4,4,1,2,4,5,6,2,6,3,6,5,7,3,7,1,3,8,0,0,1,3,USA,1,legal
5516,6,5,6,5,6,5,4,4,4,2,5,4,5,6,5,4,6,3,6,4,6,4,6,2,6,2,4,8,0,0,1,2,USA,1,legal
6733,6,6,5,6,6,6,3,1,3,1,1,1,1,1,1,4,5,2,5,2,6,3,6,3,6,6,4,9,0,0,1,3,USA,1,legal
4613,5,5,4,5,6,6,2,5,2,5,5,4,6,4,6,3,6,7,5,5,7,1,5,3,2,2,5,10,0,0,1,6,India,0,legal
1370,4,5,3,4,5,3,5,2,4,5,3,3,4,3,4,3,3,1,1,5,5,4,2,7,2,3,5,10,0,0,1,4,India,0,legal
1659,5,4,6,4,6,4,5,3,5,2,4,4,6,5,5,2,5,2,4,5,5,2,5,2,2,5,4,9,0,0,1,3,Turkey,0,illegal
5787,5,2,5,5,6,6,3,6,4,4,6,4,5,5,5,3,2,2,5,1,6,6,3,4,6,5,3,9,0,0,1,5,USA,1,legal
240,6,6,6,6,6,6,4,2,2,3,4,4,5,6,6,3,6,4,5,4,7,2,6,5,5,2,2,6,1,0,1,1,USA,1,legal
612,6,NA,6,NA,5,6,4,4,4,2,5,5,6,4,6,3,2,3,5,3,NA,6,7,2,6,5,2,8,1,0,1,3,USA,1,legal
2792,5,5,5,4,5,4,5,3,5,1,4,3,4,5,5,1,4,3,5,6,5,6,6,4,4,4,3,8,1,0,1,1,France,1,illegal
1192,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,8,1,0,1,4,France,1,illegal
7144,6,5,6,5,5,5,5,4,4,2,5,4,5,5,4,3,3,2,1,5,3,5,4,6,4,5,5,8,1,0,1,NA,India,0,legal
2721,5,4,6,4,5,6,5,5,6,5,4,5,5,6,6,4,6,2,5,3,5,3,6,3,3,2,4,6,0,0,1,5,France,1,illegal
2471,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,6,2,6,2,6,2,6,2,6,2,3,9,1,0,1,1,Canada,1,illegal
5990,6,6,6,5,4,5,6,4,6,1,4,5,6,4,5,3,7,4,7,6,7,1,7,2,5,4,4,8,1,0,1,3,Spain,1,illegal
977,6,1,6,5,2,3,6,6,6,1,5,4,1,2,6,4,5,3,7,2,4,2,1,3,6,7,3,4,1,0,1,2,USA,1,legal
1133,6,5,5,6,3,5,6,6,3,6,6,6,6,6,6,3,5,5,5,3,5,5,5,2,5,4,4,7,1,0,1,3,USA,1,legal
4710,5,4,5,5,4,5,5,5,5,4,4,4,4,5,4,2,5,5,4,2,3,7,5,2,5,5,2,3,1,0,1,4,USA,1,legal
6292,6,6,6,5,6,5,4,3,5,2,5,6,5,5,3,5,6,1,7,1,6,2,6,1,5,1,4,9,1,0,1,2,USA,1,legal
6899,6,6,6,6,6,6,6,6,6,4,6,6,6,5,6,3,7,1,7,1,7,7,5,1,7,1,5,10,1,0,1,6,India,0,legal
6398,5,5,5,5,5,4,2,4,2,4,2,1,4,2,5,5,7,6,6,5,7,3,5,1,6,1,3,4,0,0,1,4,USA,1,legal
5144,5,5,5,4,5,5,4,6,5,3,3,3,3,2,3,4,6,4,5,4,5,3,5,5,4,3,3,7,0,0,1,6,USA,1,legal
6132,6,5,5,5,6,6,4,3,5,2,4,5,4,5,6,2,5,6,6,7,5,6,5,2,3,3,4,7,1,0,1,4,Belgium,1,illegal
6999,6,5,6,1,1,1,1,1,6,1,6,6,6,4,6,5,6,1,7,1,6,6,6,1,7,1,3,6,1,0,1,7,India,0,legal
2726,3,5,3,3,3,3,2,4,2,3,4,3,2,4,4,4,4,2,5,3,5,4,3,5,6,5,4,8,1,0,1,4,India,0,legal
5342,6,6,5,5,5,4,6,5,6,5,5,5,6,5,6,4,2,2,7,2,5,6,4,3,6,2,3,10,0,0,1,1,USA,1,legal
3472,6,6,6,6,6,4,5,4,5,5,5,3,4,4,5,4,6,5,6,6,6,2,5,1,5,4,4,10,1,0,1,4,USA,1,legal
1918,5,5,3,4,6,5,5,4,4,4,5,4,5,4,5,4,6,5,5,2,6,4,5,3,6,5,4,8,0,0,1,6,The Netherlands,1,illegal
6818,5,5,6,6,4,4,4,5,5,5,4,4,3,6,5,4,6,2,6,1,6,7,5,1,7,6,3,9,0,0,1,7,USA,1,legal
6079,6,6,6,6,4,6,6,3,6,4,5,6,3,6,6,5,7,1,7,1,7,1,7,3,7,1,4,7,1,0,1,2,USA,1,legal
6237,6,6,5,5,6,4,5,2,2,2,4,5,3,6,5,4,6,5,6,4,6,5,5,5,6,2,4,4,1,0,1,2,USA,1,legal
6985,6,6,5,5,6,5,4,5,6,4,6,5,5,6,6,5,6,1,6,1,6,1,6,1,6,1,3,6,1,0,1,4,India,0,legal
1171,4,5,2,5,5,6,4,1,3,5,6,4,3,2,3,5,6,3,5,5,3,2,7,5,4,1,4,7,0,0,1,1,Poland,1,NA
247,6,4,6,4,6,6,4,6,6,3,4,4,4,6,6,3,6,7,6,5,4,7,7,1,4,4,3,5,1,0,1,1,USA,1,legal
1464,6,5,5,5,5,6,3,3,3,3,4,4,6,4,5,3,5,4,6,3,5,5,5,3,4,3,4,5,1,0,1,2,USA,1,legal
6728,6,6,6,6,6,6,1,1,1,1,1,1,1,1,6,5,1,1,7,1,4,7,7,1,7,4,4,8,1,0,1,5,USA,1,legal
878,6,4,6,5,6,6,6,3,4,2,5,2,6,4,5,5,5,5,7,5,6,2,6,5,2,1,3,10,1,0,1,4,USA,1,legal
5991,6,6,6,5,6,5,5,4,6,1,3,5,4,6,5,5,7,1,7,7,5,2,7,1,5,4,3,1,1,0,1,7,USA,1,legal
981,6,6,5,5,5,5,5,3,5,4,5,4,5,5,5,4,5,5,4,5,5,5,5,3,4,4,5,10,1,0,1,2,USA,1,legal
6521,6,6,NA,4,6,5,4,5,4,4,4,4,5,6,6,3,6,1,5,3,5,2,6,5,3,5,3,6,1,0,1,2,USA,1,legal
5858,4,4,5,4,4,5,4,3,2,4,5,5,5,4,3,3,5,4,2,5,3,6,6,2,5,5,5,8,1,0,1,4,USA,1,legal
305,6,5,6,5,5,6,4,3,5,4,4,3,2,3,5,3,5,3,3,2,7,4,6,2,3,2,3,9,1,0,1,3,USA,1,legal
4545,5,4,4,3,6,5,4,3,3,3,5,2,3,3,4,4,6,2,7,5,6,2,6,2,4,1,4,8,1,0,1,2,USA,1,legal
4696,5,5,5,5,4,4,5,4,4,2,3,3,5,5,5,3,5,2,7,5,5,5,7,5,6,5,4,7,1,0,1,4,USA,1,legal
941,6,5,6,5,5,5,5,6,5,5,4,6,3,4,4,3,3,5,3,5,3,7,6,3,3,4,4,6,1,0,1,4,USA,1,legal
1439,6,5,5,5,5,5,5,3,4,3,3,4,4,4,4,3,5,4,5,5,4,3,5,5,5,5,3,8,1,0,1,4,USA,1,legal
5396,6,3,6,3,2,4,4,3,4,2,4,4,3,3,2,3,5,4,6,3,6,6,6,3,4,4,4,6,1,0,1,3,USA,1,legal
5552,6,4,6,6,6,6,2,5,4,1,4,3,4,1,6,2,6,4,5,7,5,3,4,4,1,2,4,6,1,0,1,1,USA,1,legal
5645,6,1,1,6,6,1,6,1,6,1,1,1,1,1,1,5,7,7,7,7,6,5,4,4,4,4,4,7,1,0,1,4,USA,1,legal
6184,6,6,6,4,6,6,4,6,5,2,5,4,3,3,5,2,5,2,5,5,5,3,6,1,3,4,4,8,1,0,1,1,USA,1,legal
6560,6,4,5,5,6,4,5,3,6,3,5,2,2,3,4,1,1,5,1,7,6,7,5,4,3,3,4,7,1,0,1,1,USA,1,legal
3152,5,5,6,5,6,5,5,5,5,4,5,4,6,5,5,3,6,5,6,2,6,2,6,2,6,4,4,9,1,0,1,6,India,0,legal
6809,6,6,6,5,6,5,4,4,4,1,4,5,4,5,6,4,6,2,7,3,4,5,6,2,4,4,4,9,1,0,1,3,India,0,legal
771,3,1,3,3,4,3,5,6,4,2,5,4,4,3,5,5,7,6,7,2,5,2,1,1,4,3,3,7,1,0,1,4,India,0,legal
951,3,3,3,3,5,3,4,4,3,4,5,5,3,3,3,3,4,2,6,2,4,5,6,3,7,3,4,5,1,0,1,6,India,0,legal
2240,3,4,6,4,6,5,6,3,4,4,5,5,2,3,2,4,6,4,7,5,7,2,7,1,6,1,5,10,1,0,1,6,India,0,legal
6732,6,6,6,6,6,6,4,5,4,3,2,3,1,1,1,3,3,1,7,1,3,4,7,4,7,3,5,10,0,0,1,1,USA,1,legal
5271,5,5,5,5,5,6,6,6,6,4,5,6,3,5,5,3,4,4,5,5,5,5,5,5,5,4,3,7,0,0,1,2,Sweden,1,illegal
957,6,5,6,5,5,5,6,5,6,5,5,6,5,6,6,4,5,5,7,6,4,5,7,3,3,5,3,4,0,0,1,5,USA,1,legal
4753,5,5,5,5,5,5,4,4,2,4,5,2,4,4,3,4,6,4,5,7,6,7,7,3,4,2,3,8,0,0,1,3,USA,1,legal
600,3,3,5,4,6,6,6,2,6,1,4,3,4,3,6,4,1,5,7,1,7,4,7,4,7,1,3,6,0,0,1,1,Turkey,0,illegal
6340,6,5,6,5,5,4,3,5,5,4,4,6,4,3,5,2,5,2,4,5,6,5,7,4,5,6,2,6,1,0,1,3,USA,1,legal
4391,5,5,6,4,5,6,4,4,1,1,5,3,6,3,5,3,4,3,3,1,3,1,5,1,7,1,3,7,0,0,1,4,USA,1,legal
1762,5,3,5,5,5,5,5,4,5,2,4,5,4,5,5,3,6,6,5,5,5,2,5,3,3,6,3,9,0,0,1,2,The Netherlands,1,illegal
905,5,5,5,5,5,5,4,4,4,4,3,6,4,3,5,4,6,2,6,2,6,2,5,4,6,4,3,5,1,0,1,3,China,0,legal
5477,6,6,6,5,4,6,4,6,6,2,6,6,4,5,5,3,6,2,7,4,7,6,7,1,5,2,3,7,1,0,1,4,China,0,legal
3516,4,4,2,4,2,2,2,4,3,4,2,3,2,5,4,5,4,3,4,5,4,3,5,4,3,4,4,7,1,0,1,5,China,0,legal
4588,4,6,5,5,6,6,4,4,4,3,5,4,4,4,4,3,5,5,6,3,5,3,5,5,5,3,3,7,1,0,1,3,China,0,legal
938,1,2,6,5,4,2,2,2,3,5,1,2,1,2,2,5,4,4,6,3,7,5,2,2,6,2,3,7,1,0,1,4,China,0,legal
960,1,5,5,5,5,6,3,3,5,6,4,6,5,5,6,5,3,4,7,6,4,6,7,4,5,5,4,5,1,0,1,5,China,0,legal
1116,1,1,5,4,5,3,4,5,5,1,5,3,1,4,3,5,7,6,7,1,4,1,7,3,7,1,4,6,1,0,1,4,China,0,legal
4288,3,4,5,5,3,4,4,4,4,6,5,5,5,4,5,2,5,5,5,5,6,5,5,5,5,5,4,8,1,0,1,5,China,0,legal
717,5,5,6,5,6,6,3,5,4,1,5,NA,6,6,6,4,4,4,5,4,5,3,7,5,4,3,4,8,1,0,1,4,China,0,legal
788,5,5,6,5,4,4,5,6,4,5,5,6,5,6,6,2,2,2,3,3,3,6,5,5,5,5,3,8,1,0,1,3,China,0,legal
909,5,4,5,5,4,5,5,4,4,4,4,6,4,4,5,4,6,5,5,3,6,4,7,4,4,5,3,7,1,0,1,3,China,0,legal
924,5,6,4,6,5,6,5,3,5,2,5,6,6,6,6,4,5,3,6,6,5,3,5,5,3,3,3,7,1,0,1,6,China,0,legal
994,5,4,4,5,5,5,3,4,3,5,5,5,5,3,4,5,4,7,7,5,7,6,7,1,5,6,3,4,1,0,1,4,China,0,legal
1098,5,4,5,5,5,5,4,5,5,1,5,5,6,5,5,4,6,2,5,5,6,6,7,6,3,3,4,7,1,0,1,3,China,0,legal
2897,6,5,6,5,6,5,5,6,5,4,5,3,4,4,4,4,5,6,5,2,5,5,5,5,5,3,3,8,1,0,1,4,China,0,legal
2928,6,4,5,3,4,5,6,5,4,5,4,4,5,6,3,3,5,4,3,7,5,5,5,5,4,3,3,8,1,0,1,4,China,0,legal
2938,6,6,2,1,4,6,5,6,3,5,1,6,6,3,5,4,7,5,1,7,6,1,5,6,1,1,4,7,1,0,1,6,China,0,legal
2962,6,5,6,4,6,6,5,6,5,4,4,2,5,5,4,3,7,4,4,6,5,1,4,3,1,3,4,8,1,0,1,5,China,0,legal
3081,6,5,6,5,5,5,4,1,5,1,6,5,5,6,5,4,5,5,5,3,5,3,6,3,5,3,4,8,1,0,1,4,China,0,legal
5186,6,4,6,5,6,6,4,3,5,1,5,6,5,5,6,5,6,1,6,1,6,2,7,1,6,3,3,5,1,0,1,3,China,0,legal
5282,6,6,6,6,6,5,6,3,6,4,5,5,4,6,6,1,6,3,7,6,7,6,7,2,5,2,5,10,1,0,1,3,China,0,legal
5329,6,3,5,5,5,5,4,2,4,4,4,4,3,5,4,3,4,1,6,1,5,3,7,2,5,5,4,8,1,0,1,2,China,0,legal
5349,6,3,5,3,4,6,4,5,4,2,6,4,3,4,3,4,4,3,5,4,5,5,5,5,5,3,4,8,1,0,1,4,China,0,legal
1084,5,3,3,4,4,5,4,3,4,2,5,5,4,4,4,4,6,6,6,3,3,4,6,1,3,3,4,7,0,0,1,5,China,0,legal
6763,6,6,5,5,5,6,4,1,4,3,3,3,5,4,4,5,6,1,7,3,5,5,7,1,7,1,4,4,0,0,1,3,China,0,legal
616,1,1,1,1,1,1,1,1,5,2,1,1,1,1,1,3,6,3,4,5,5,3,6,6,5,4,2,6,0,0,1,4,China,0,legal
1009,5,5,4,6,5,6,4,5,5,5,5,6,5,5,6,4,5,4,6,3,6,4,6,3,5,6,5,7,0,0,1,6,China,0,legal
5327,6,5,5,5,6,5,4,5,6,4,3,5,4,3,4,4,NA,4,5,4,6,6,6,3,5,5,3,7,0,0,1,5,China,0,legal
2221,1,3,1,5,1,2,2,5,2,4,1,4,3,2,2,5,5,7,6,1,7,7,6,4,7,2,3,8,0,0,1,6,China,0,legal
6348,6,5,6,5,5,6,4,1,3,1,4,6,5,6,6,1,1,7,1,7,1,7,7,7,1,4,4,4,1,0,1,2,USA,1,legal
672,5,4,3,5,3,NA,4,3,3,4,4,3,4,4,5,4,6,5,7,5,7,3,5,6,6,5,3,8,1,0,1,4,Taiwan,0,legal
2650,3,2,2,2,2,4,2,4,4,2,4,2,3,2,4,5,6,1,6,5,5,6,6,1,6,1,3,7,1,1,1,3,"Hong Kong, China",0,illegal
5392,5,1,5,3,5,3,3,5,4,4,2,4,3,5,2,3,5,5,4,3,3,5,6,5,5,5,4,8,1,1,1,2,Taiwan,0,legal
5438,5,3,5,5,5,5,4,2,2,2,5,5,2,4,4,4,6,2,6,1,7,4,6,2,7,2,2,7,1,1,1,3,Taiwan,0,legal
2436,6,4,6,3,4,5,4,3,5,5,5,3,5,3,3,4,6,3,6,5,6,3,7,2,5,3,4,5,1,1,1,3,"Hong Kong, China",0,illegal
2696,6,6,6,2,6,5,6,5,5,2,5,6,5,6,6,5,6,4,7,1,7,6,6,2,5,1,4,7,1,1,1,4,"Hong Kong, China",0,illegal
4991,6,5,5,6,6,5,5,6,5,5,6,5,4,4,5,5,6,6,6,5,6,3,6,3,6,3,2,7,1,1,1,2,"Hong Kong, China",0,illegal
5145,6,5,6,5,6,5,5,4,4,5,5,5,5,4,5,2,2,3,4,5,5,7,6,5,6,6,4,7,1,1,1,4,"Hong Kong, China",0,illegal
660,5,5,5,5,4,5,5,3,4,2,5,5,3,4,4,3,6,2,6,2,7,4,7,2,6,1,3,5,0,1,1,3,"Hong Kong, China",0,illegal
2613,6,6,5,5,5,5,6,5,4,3,4,5,4,6,3,4,6,1,4,1,7,1,5,1,6,1,4,3,0,1,1,3,"Hong Kong, China",0,illegal
6380,6,5,6,5,6,4,4,4,4,4,4,4,4,5,5,4,6,4,6,4,5,3,6,3,NA,2,4,8,1,0,1,4,Hungary,1,illegal
5051,6,6,6,4,5,6,3,6,5,3,5,3,4,5,5,4,6,2,7,2,6,4,7,1,6,4,2,5,1,0,1,4,"Hong Kong, China",0,illegal
1698,5,4,6,5,5,5,5,2,6,1,5,4,3,5,2,4,5,6,4,1,7,6,5,2,7,6,4,8,1,0,1,3,Mexico,0,illegal
803,5,4,6,6,6,5,4,4,2,4,4,4,5,6,3,4,6,5,6,5,6,5,6,4,7,5,4,7,1,0,1,3,China,0,legal
2621,3,3,4,6,3,5,6,2,5,3,6,3,5,3,6,5,6,1,6,3,7,6,NA,6,1,1,3,6,0,0,1,6,"Hong Kong, China",0,illegal
5222,5,5,5,4,5,5,4,5,3,2,4,4,4,4,5,3,4,5,5,3,5,5,6,3,5,1,2,3,1,0,1,2,Uruguay,0,illegal
6365,6,6,6,4,5,4,4,2,3,4,4,4,3,4,4,2,3,4,7,5,3,6,6,2,6,3,5,8,1,0,1,1,USA,1,legal
257,6,6,5,5,6,5,3,1,3,3,4,4,5,5,5,3,2,1,7,6,3,6,7,1,4,1,3,6,1,0,1,4,USA,1,legal
4801,4,5,5,3,4,5,4,5,4,4,4,3,4,3,4,3,5,5,5,6,5,3,4,2,3,4,4,6,0,0,1,4,Serbia,0,NA
3807,5,6,4,5,6,5,5,5,6,4,6,4,5,4,6,4,2,7,2,7,1,7,1,4,4,4,3,5,1,1,1,5,Japan,0,legal
988,3,4,4,4,5,4,4,4,5,4,5,5,4,4,4,3,3,5,6,5,5,5,5,3,4,2,4,5,1,1,1,4,Japan,0,legal
1769,4,4,1,3,4,4,5,4,2,1,3,2,4,2,2,2,2,3,4,5,6,6,5,6,3,5,5,9,1,0,1,2,Serbia,0,NA
4374,4,4,6,3,3,4,3,4,4,5,4,6,5,3,3,4,3,3,2,2,2,1,6,3,4,3,4,7,1,0,1,6,Serbia,0,NA
4416,4,4,3,2,4,4,4,3,3,4,4,5,2,5,4,3,6,2,7,3,7,3,5,1,2,3,5,9,1,0,1,1,Serbia,0,NA
4440,4,4,5,4,6,5,5,3,4,5,4,2,4,4,4,5,6,5,5,6,7,5,6,6,2,2,3,6,1,0,1,4,Serbia,0,NA
2283,4,3,4,5,5,4,6,5,3,1,3,2,3,2,4,3,3,6,5,6,3,4,4,6,4,1,4,8,0,0,1,3,Serbia,0,NA
4354,4,2,5,4,5,4,4,3,4,3,3,2,4,2,3,3,4,2,5,3,6,6,3,3,7,2,4,8,0,0,1,3,Serbia,0,NA
4417,4,3,5,3,4,5,2,2,2,2,3,2,2,3,3,3,3,5,6,2,6,7,6,4,6,2,3,5,0,0,1,2,Serbia,0,NA
4903,4,6,5,6,6,6,5,1,4,5,3,3,3,4,5,3,6,5,2,5,6,3,5,7,2,2,4,7,0,0,1,3,Serbia,0,NA
2414,4,4,4,5,5,6,5,4,2,2,4,3,3,2,5,3,2,6,6,6,6,6,6,2,3,1,4,4,1,0,1,2,Chile,1,illegal
952,5,5,5,4,5,6,5,5,5,2,5,5,5,4,5,4,7,6,7,5,5,2,7,5,5,1,3,8,0,0,1,4,Chile,1,illegal
2951,4,4,3,3,3,4,4,3,3,4,3,3,3,3,3,4,5,4,6,4,5,5,5,3,5,4,4,8,1,0,1,6,Chile,1,illegal
1733,4,5,6,6,5,4,4,5,5,1,4,4,5,4,5,2,5,5,6,6,2,5,5,1,2,5,3,8,0,0,1,4,Serbia,0,NA
440,6,5,6,5,6,5,4,4,3,5,6,3,3,5,6,3,7,3,7,6,7,6,7,2,3,7,2,7,0,0,1,3,Brazil,0,illegal
1149,4,3,4,3,4,3,4,3,3,4,3,4,3,3,3,4,2,2,2,2,2,2,2,2,2,2,3,5,1,0,1,3,Hungary,1,illegal
889,2,3,4,5,5,4,5,2,5,2,5,6,4,3,3,4,7,4,6,6,6,3,4,2,3,5,3,9,1,0,1,1,Hungary,1,illegal
2500,4,6,3,6,5,6,5,3,5,1,5,4,2,6,4,4,6,2,5,1,5,3,5,2,7,2,4,10,1,0,1,2,New Zealand,1,illegal
2996,5,5,6,4,4,5,3,2,3,5,5,2,3,3,2,3,3,4,4,6,4,4,4,4,5,5,3,7,1,0,1,4,India,0,legal
72,6,5,5,5,5,6,2,2,4,6,5,3,3,1,3,2,1,2,1,2,3,7,3,6,4,3,4,7,0,0,1,4,USA,1,legal
1534,6,5,4,6,6,3,1,1,3,1,5,6,2,3,4,1,7,5,4,1,6,1,5,1,2,1,3,3,0,0,1,2,Canada,1,illegal
2626,3,3,NA,3,3,3,3,4,NA,3,3,4,4,3,4,4,5,3,5,4,5,4,5,3,5,4,3,4,1,0,1,2,India,0,legal
6387,6,6,6,6,4,6,6,6,6,6,5,6,5,6,6,4,6,3,6,2,6,2,7,2,6,2,4,6,1,0,1,1,USA,1,legal
2573,3,4,2,3,3,3,1,3,3,3,2,2,3,3,2,4,4,4,4,5,4,4,4,3,3,4,3,5,1,0,1,5,India,0,legal
6482,6,5,1,6,3,5,1,2,1,5,3,4,3,2,6,1,5,7,7,6,5,7,4,1,7,2,4,4,1,0,1,1,USA,1,legal
6565,6,6,6,4,5,3,3,1,2,1,5,4,2,5,4,4,3,2,5,5,6,5,6,2,4,1,5,9,1,0,1,4,USA,1,legal
6612,6,6,6,4,6,6,4,4,3,2,6,5,4,5,4,4,6,5,6,6,6,3,6,3,4,1,4,10,1,1,1,7,Hungary,1,illegal
6349,6,5,6,5,6,5,4,4,6,5,6,5,5,5,4,3,5,5,5,6,3,2,6,4,2,3,3,4,1,0,1,1,USA,1,legal
4640,6,6,6,6,6,6,6,5,6,4,6,6,6,6,6,5,NA,7,7,3,7,1,7,5,2,4,3,2,1,1,1,4,Canada,1,illegal
1091,3,4,3,3,5,NA,NA,4,NA,3,3,5,3,5,4,5,5,5,NA,5,NA,NA,NA,NA,NA,NA,3,7,1,1,1,6,USA,1,legal
4424,4,1,5,5,5,5,3,1,5,1,3,2,4,4,5,3,5,1,7,5,6,3,6,4,5,1,4,7,1,1,1,4,USA,1,legal
6000,4,5,5,6,6,6,6,5,6,5,6,5,5,6,5,3,3,4,4,2,4,4,4,2,5,3,3,5,1,1,1,3,USA,1,legal
